Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	control_10_10 Spectral Count	control_1_1 Spectral Count	control_2_2 Spectral Count	control_3_3 Spectral Count	control_4_4 Spectral Count	control_5_5 Spectral Count	control_6_6 Spectral Count	control_7_7 Spectral Count	control_8_8 Spectral Count	control_9_9 Spectral Count	control_10_10 Unique Spectral Count	control_1_1 Unique Spectral Count	control_2_2 Unique Spectral Count	control_3_3 Unique Spectral Count	control_4_4 Unique Spectral Count	control_5_5 Unique Spectral Count	control_6_6 Unique Spectral Count	control_7_7 Unique Spectral Count	control_8_8 Unique Spectral Count	control_9_9 Unique Spectral Count	control_10_10 Total Spectral Count	control_1_1 Total Spectral Count	control_2_2 Total Spectral Count	control_3_3 Total Spectral Count	control_4_4 Total Spectral Count	control_5_5 Total Spectral Count	control_6_6 Total Spectral Count	control_7_7 Total Spectral Count	control_8_8 Total Spectral Count	control_9_9 Total Spectral Count	control_10_10 Intensity	control_1_1 Intensity	control_2_2 Intensity	control_3_3 Intensity	control_4_4 Intensity	control_5_5 Intensity	control_6_6 Intensity	control_7_7 Intensity	control_8_8 Intensity	control_9_9 Intensity	control_10_10 MaxLFQ Intensity	control_1_1 MaxLFQ Intensity	control_2_2 MaxLFQ Intensity	control_3_3 MaxLFQ Intensity	control_4_4 MaxLFQ Intensity	control_5_5 MaxLFQ Intensity	control_6_6 MaxLFQ Intensity	control_7_7 MaxLFQ Intensity	control_8_8 MaxLFQ Intensity	control_9_9 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q53EL9|SEZ6_HUMAN	Q53EL9	SEZ6_HUMAN	SEZ6	994	Homo sapiens	1:Experimental evidence at protein level	Seizure protein 6 homolog	1.0	0.9989	4	10	10	10	0	4	3	1	0	1	0	0	0	1	0	4	3	1	0	1	0	0	0	1	0	4	3	1	0	1	0	0	0	1	576375.25	3028459.2	2195718.2	2026132.4	2088688.9	2262297.8	2316446.2	2002867.0	1412627.0	2144872.5	841177.56	1191565.5	924677.44	886996.9	914720.3	972970.7	1025155.25	830660.8	834938.06	957494.25	
sp|Q5FWE3|PRRT3_HUMAN	Q5FWE3	PRRT3_HUMAN	PRRT3	981	Homo sapiens	1:Experimental evidence at protein level	Proline-rich transmembrane protein 3	1.0	0.9989	3	5	5	5	0	0	2	2	0	1	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	2	2	0	1	0	0	0	0	1123239.0	1265694.5	1760780.5	1942711.8	1500344.0	1469423.1	1481172.2	0.0	1176387.9	1518333.2	0.0	0.0	1012443.4	1280568.9	932703.06	974399.75	974214.2	0.0	0.0	983967.9	
sp|Q5JZY3|EPHAA_HUMAN	Q5JZY3	EPHAA_HUMAN	EPHA10	1008	Homo sapiens	1:Experimental evidence at protein level	Ephrin type-A receptor 10	0.83	0.9962	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	222058.7	0.0	368895.9	0.0	248502.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5KU26|COL12_HUMAN	Q5KU26	COL12_HUMAN	COLEC12	742	Homo sapiens	1:Experimental evidence at protein level	Collectin-12	1.0	0.9899	3	6	6	6	0	2	1	0	0	0	2	0	0	1	0	2	1	0	0	0	2	0	0	1	0	2	1	0	0	0	2	0	0	1	409797.06	1455656.6	1671347.5	1219674.8	1650626.5	1319368.1	1661238.8	1646202.8	1465669.4	1691761.0	0.0	849324.7	989413.3	774003.94	1043892.56	812970.9	1052698.0	995951.1	841946.0	1051993.1	
sp|Q5T848|MGLYR_HUMAN	Q5T848	MGLYR_HUMAN	GPR158	1215	Homo sapiens	1:Experimental evidence at protein level	Metabotropic glycine receptor	0.9441	0.9989	1	8	8	8	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	726127.4	784768.9	1079559.0	1070586.4	1162412.2	1132975.6	1195112.4	821790.75	443674.47	1164496.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6MZW2|FSTL4_HUMAN	Q6MZW2	FSTL4_HUMAN	FSTL4	842	Homo sapiens	1:Experimental evidence at protein level	Follistatin-related protein 4	1.0	0.999	6	10	8	10	0	1	2	5	0	2	0	0	0	0	0	1	2	4	0	1	0	0	0	0	0	1	2	5	0	2	0	0	0	0	364634.47	1569158.4	1547960.9	1731205.5	1576546.2	1197103.8	1217641.2	758088.8	566494.75	1077123.5	530008.9	590169.2	638887.4	729413.6	554626.25	554002.2	528668.25	386077.66	432135.97	480050.97	
sp|Q6NW40|RGMB_HUMAN	Q6NW40	RGMB_HUMAN	RGMB	437	Homo sapiens	1:Experimental evidence at protein level	Repulsive guidance molecule B	0.9999	0.9941	2	6	6	6	0	1	1	1	0	2	1	0	0	0	0	1	1	1	0	2	1	0	0	0	0	1	1	1	0	2	1	0	0	0	566538.5	1107652.1	1186045.9	1266684.9	725941.44	1427736.0	749133.6	193160.95	536063.06	788979.1	0.0	632948.75	677759.3	716170.44	414772.97	805360.44	391967.47	0.0	299705.6	448685.6	
sp|Q6UW01|CBLN3_HUMAN	Q6UW01	CBLN3_HUMAN	CBLN3	205	Homo sapiens	1:Experimental evidence at protein level	Cerebellin-3	0.8828	0.9975	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	274720.6	331913.12	705127.94	498386.44	209642.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6UX71|PXDC2_HUMAN	Q6UX71	PXDC2_HUMAN	PLXDC2	529	Homo sapiens	1:Experimental evidence at protein level	Plexin domain-containing protein 2	1.0	0.9989	8	33	33	33	2	2	5	5	4	5	3	3	1	3	2	2	5	5	4	5	3	3	1	3	2	2	5	5	4	5	3	3	1	3	2690952.0	2183266.5	3060160.0	3552149.2	3705275.8	3118921.2	3461383.0	3285516.5	1980524.1	4141693.0	1093436.6	969601.6	1214427.0	1567126.0	1518679.5	1443848.0	1477800.5	1423090.6	863738.44	1801800.8	
sp|Q6UX73|CP089_HUMAN	Q6UX73	CP089_HUMAN	C16orf89	402	Homo sapiens	1:Experimental evidence at protein level	UPF0764 protein C16orf89	1.0	0.999	7	47	47	47	3	7	6	6	4	6	5	4	1	5	3	7	6	6	4	6	5	4	1	5	3	7	6	6	4	6	5	4	1	5	2990422.0	3957984.0	4068726.8	3897065.2	4547202.5	4213322.0	3626376.5	4889579.5	3249611.0	3943099.0	1451768.2	2130756.0	1990179.5	1964090.1	1864138.4	1796546.2	2085099.1	2309270.5	1364452.5	1990687.8	
sp|Q6UXB8|PI16_HUMAN	Q6UXB8	PI16_HUMAN	PI16	463	Homo sapiens	1:Experimental evidence at protein level	Peptidase inhibitor 16	1.0	0.999	4	11	11	11	1	1	1	2	0	2	0	3	1	0	1	1	1	2	0	2	0	3	1	0	1	1	1	2	0	2	0	3	1	0	8034436.0	2777865.5	2804860.8	2787014.5	1644772.2	3379223.2	3023967.5	5017246.5	2681110.0	3636389.5	3174532.0	2038232.1	2724247.0	1332888.4	1636006.5	1477019.2	2085910.2	2730248.0	2911589.8	1665063.1	
sp|Q6UXD5|SE6L2_HUMAN	Q6UXD5	SE6L2_HUMAN	SEZ6L2	910	Homo sapiens	1:Experimental evidence at protein level	Seizure 6-like protein 2	1.0	0.9989	5	19	19	19	2	5	4	4	1	3	0	0	0	0	2	5	4	4	1	3	0	0	0	0	2	5	4	4	1	3	0	0	0	0	1981790.1	1837646.0	2224995.5	3010529.5	2224760.0	2233813.5	2232860.0	1246313.8	872155.6	2036757.2	1021517.75	1012876.7	1167351.2	1577772.1	1079822.9	1233628.4	1106410.2	777699.75	668329.8	1069857.1	
sp|Q6ZSJ9|SHSA6_HUMAN	Q6ZSJ9	SHSA6_HUMAN	SHISA6	500	Homo sapiens	1:Experimental evidence at protein level	Protein shisa-6	0.9467	0.999	1	5	5	5	0	1	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	959455.0	980988.2	1418690.4	1510341.8	2076036.4	1669421.6	2660113.5	1198790.6	918545.25	1819267.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7Z3B1|NEGR1_HUMAN	Q7Z3B1	NEGR1_HUMAN	NEGR1	354	Homo sapiens	1:Experimental evidence at protein level	Neuronal growth regulator 1	1.0	0.999	6	25	25	25	1	3	6	5	2	1	2	1	0	4	1	3	6	5	2	1	2	1	0	4	1	3	6	5	2	1	2	1	0	4	5071098.0	1.0210293E7	1.10654E7	1.2431813E7	8230685.0	1.0955201E7	8316459.0	3765531.5	5469900.5	6575862.5	3655744.5	5825794.5	6141454.5	5959555.0	4643145.0	5734875.0	4704900.5	2551326.8	4391331.5	3679876.8	
sp|Q7Z5A7|TAFA5_HUMAN	Q7Z5A7	TAFA5_HUMAN	TAFA5	132	Homo sapiens	1:Experimental evidence at protein level	Chemokine-like protein TAFA-5	0.5873	0.9871	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	197556.7	82052.72	0.0	265660.34	0.0	322178.0	132692.05	128562.43	0.0	183410.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7Z7M0|MEGF8_HUMAN	Q7Z7M0	MEGF8_HUMAN	MEGF8	2845	Homo sapiens	1:Experimental evidence at protein level	Multiple epidermal growth factor-like domains protein 8	1.0	0.999	14	43	43	43	0	7	10	10	3	4	4	0	1	4	0	7	10	10	3	4	4	0	1	4	0	7	10	10	3	4	4	0	1	4	1578799.8	2578586.0	2748498.0	2720123.8	1856026.5	1614735.9	1755389.0	1338368.8	2472146.5	1991118.5	1185191.8	1847870.5	1883308.0	1761458.1	1342120.6	1182676.9	1250568.1	967678.44	1521807.0	1314524.4	
sp|Q86UD1|OAF_HUMAN	Q86UD1	OAF_HUMAN	OAF	273	Homo sapiens	1:Experimental evidence at protein level	Out at first protein homolog	0.9997	0.9898	2	6	6	6	1	0	1	1	0	1	0	0	0	2	1	0	1	1	0	1	0	0	0	2	1	0	1	1	0	1	0	0	0	2	1022873.0	578286.75	633664.1	748259.5	698782.5	749154.4	802157.25	1031244.75	614043.2	879153.6	616672.44	338011.22	404191.22	525838.94	470399.28	491679.97	565272.8	725549.25	334947.22	621741.5	
sp|Q86UN3|R4RL2_HUMAN	Q86UN3	R4RL2_HUMAN	RTN4RL2	420	Homo sapiens	1:Experimental evidence at protein level	Reticulon-4 receptor-like 2	1.0	0.9985	3	7	7	7	0	1	1	3	0	0	1	0	0	1	0	1	1	3	0	0	1	0	0	1	0	1	1	3	0	0	1	0	0	1	561836.7	1617403.4	1065976.1	1970740.2	735979.5	1132851.2	1550357.5	108863.305	1322231.2	1098850.8	0.0	656777.3	909981.75	888952.4	686762.3	0.0	692727.1	0.0	684159.06	565183.2	
sp|Q86UX2|ITIH5_HUMAN	Q86UX2	ITIH5_HUMAN	ITIH5	942	Homo sapiens	1:Experimental evidence at protein level	Inter-alpha-trypsin inhibitor heavy chain H5	1.0	0.9987	9	18	18	18	2	6	1	2	1	2	2	1	1	0	2	6	1	2	1	2	2	1	1	0	2	6	1	2	1	2	2	1	1	0	1430988.2	2480605.5	1690171.6	1497998.8	2450693.0	1801849.5	2810870.0	1116590.2	1938743.8	1960636.2	958519.2	1126071.6	791953.1	609437.6	953070.1	724211.44	1140365.4	859702.0	865347.8	822040.25	
sp|Q86Y38|XYLT1_HUMAN	Q86Y38	XYLT1_HUMAN	XYLT1	959	Homo sapiens	1:Experimental evidence at protein level	Xylosyltransferase 1	0.8768	0.9974	1	3	3	3	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0.0	752765.1	749010.0	756846.1	941054.94	648484.44	700392.5	691117.75	573795.4	552894.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8IUK5|PLDX1_HUMAN	Q8IUK5	PLDX1_HUMAN	PLXDC1	500	Homo sapiens	1:Experimental evidence at protein level	Plexin domain-containing protein 1	0.9262	0.9985	1	2	2	2	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	216562.55	272559.88	440139.22	521403.0	422319.16	311565.4	380346.25	260653.22	188317.55	307479.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8IV08|PLD3_HUMAN	Q8IV08	PLD3_HUMAN	PLD3	490	Homo sapiens	1:Experimental evidence at protein level	5'-3' exonuclease PLD3	1.0	0.998	4	10	10	10	0	2	2	2	1	2	1	0	0	0	0	2	2	2	1	2	1	0	0	0	0	2	2	2	1	2	1	0	0	0	642727.25	586243.06	1041644.25	857921.6	428671.2	1175397.2	577591.4	131633.02	469435.16	333541.75	408333.97	1048174.6	561282.25	531066.1	0.0	740971.5	0.0	221034.38	0.0	0.0	
sp|Q8IW52|SLIK4_HUMAN	Q8IW52	SLIK4_HUMAN	SLITRK4	837	Homo sapiens	1:Experimental evidence at protein level	SLIT and NTRK-like protein 4	1.0	0.9988	2	4	4	4	0	0	1	2	0	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0.0	0.0	379415.47	462335.53	290685.7	532473.56	348509.12	186474.86	410614.47	354769.6	0.0	0.0	511147.12	535686.94	0.0	0.0	459541.06	0.0	0.0	0.0	
sp|Q8IWU5|SULF2_HUMAN	Q8IWU5	SULF2_HUMAN	SULF2	870	Homo sapiens	1:Experimental evidence at protein level	Extracellular sulfatase Sulf-2	1.0	0.999	2	18	18	18	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2347863.5	3238241.0	3755890.8	3863341.5	4299120.5	2776946.2	4549135.5	2165483.5	2610399.5	3376437.2	1917352.9	2325018.8	2714009.8	2895387.2	3055366.8	2538493.2	3442581.5	1974181.2	2093757.0	2659648.8	
sp|Q8IZP7|H6ST3_HUMAN	Q8IZP7	H6ST3_HUMAN	HS6ST3	471	Homo sapiens	1:Experimental evidence at protein level	Heparan-sulfate 6-O-sulfotransferase 3	0.9998	0.9987	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	373557.78	59540.5	0.0	333118.38	545583.56	285910.97	445729.88	0.0	296976.72	523526.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8N126|CADM3_HUMAN	Q8N126	CADM3_HUMAN	CADM3	398	Homo sapiens	1:Experimental evidence at protein level	Cell adhesion molecule 3	1.0	0.999	6	36	36	36	3	5	5	6	3	5	3	1	2	3	3	5	5	6	3	5	3	1	2	3	3	5	5	6	3	5	3	1	2	3	4813966.5	7776764.0	1.0456942E7	1.263209E7	1.1325146E7	8118713.0	1.022506E7	6585645.0	6864344.5	8589375.0	3093933.0	4577385.5	4843305.5	4996895.5	4754949.5	4495816.0	4575927.5	2854285.8	3535214.0	4098820.0	
sp|Q8N3J6|CADM2_HUMAN	Q8N3J6	CADM2_HUMAN	CADM2	435	Homo sapiens	1:Experimental evidence at protein level	Cell adhesion molecule 2	1.0	0.9979	3	6	6	6	0	0	1	3	0	1	0	0	0	1	0	0	1	3	0	1	0	0	0	1	0	0	1	3	0	1	0	0	0	1	0.0	1226241.9	1841697.2	2588115.5	1692348.5	1483852.5	1851433.5	620839.8	477782.62	1418549.8	0.0	809739.25	789093.8	1092834.2	715083.5	935610.3	694963.56	384026.6	0.0	533368.8	
sp|Q8NBJ4|GOLM1_HUMAN	Q8NBJ4	GOLM1_HUMAN	GOLM1	401	Homo sapiens	1:Experimental evidence at protein level	Golgi membrane protein 1	1.0	0.9966	3	12	12	12	1	2	1	3	1	1	1	1	0	1	1	2	1	3	1	1	1	1	0	1	1	2	1	3	1	1	1	1	0	1	1255580.5	1616558.0	1485799.6	2032116.1	1666725.4	2039988.2	1912849.0	1357076.0	680089.5	1502441.5	0.0	1226879.0	1145273.8	1534396.5	1194997.1	1449561.6	1420444.1	1148309.9	0.0	888946.0	
sp|Q8NES3|LFNG_HUMAN	Q8NES3	LFNG_HUMAN	LFNG	379	Homo sapiens	1:Experimental evidence at protein level	Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe	0.6284	0.9891	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1115409.1	0.0	530781.5	596841.06	0.0	654966.56	0.0	0.0	438031.75	606432.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8NFZ8|CADM4_HUMAN	Q8NFZ8	CADM4_HUMAN	CADM4	388	Homo sapiens	1:Experimental evidence at protein level	Cell adhesion molecule 4	1.0	0.999	4	36	36	36	4	4	4	4	4	4	4	3	1	4	4	4	4	4	4	4	4	3	1	4	4	4	4	4	4	4	4	3	1	4	5414125.5	9760338.0	1.0065814E7	7331313.5	7159106.0	8857031.0	7303141.5	5042365.5	6958363.5	6257899.0	2196333.8	3739766.0	3877097.0	3070751.2	2806161.2	3526281.8	2862811.0	2080876.4	2872702.0	2509111.0	
sp|Q8TAG5|VTM2A_HUMAN	Q8TAG5	VTM2A_HUMAN	VSTM2A	236	Homo sapiens	1:Experimental evidence at protein level	V-set and transmembrane domain-containing protein 2A	1.0	0.999	3	29	29	29	2	3	4	4	3	4	3	2	1	3	2	3	4	4	3	4	3	2	1	3	2	3	4	4	3	4	3	2	1	3	3014668.0	5608105.0	8992327.0	1.1566796E7	5821444.0	7183802.0	5844194.5	2910155.5	3918664.0	7453013.0	1702155.6	2800307.8	4482634.0	5591332.5	2994782.5	3645995.8	2975015.5	1721571.8	1950272.8	3694612.0	
sp|Q8TBP5|F174A_HUMAN	Q8TBP5	F174A_HUMAN	FAM174A	190	Homo sapiens	1:Experimental evidence at protein level	Membrane protein FAM174A	0.7968	0.9953	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	291150.03	387595.2	0.0	0.0	0.0	0.0	0.0	210511.78	504972.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8TCZ2|C99L2_HUMAN	Q8TCZ2	C99L2_HUMAN	CD99L2	262	Homo sapiens	1:Experimental evidence at protein level	CD99 antigen-like protein 2	1.0	0.999	3	13	13	13	1	1	2	2	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	5593195.0	8053066.0	1.0836878E7	1.2566506E7	7546080.0	8641520.0	8433712.0	6189337.0	4617139.5	7917839.0	3224365.5	4841060.0	6080231.0	6965750.5	4251308.5	5016117.5	4844452.5	3445071.5	2662884.8	4558698.5	
sp|Q8TEU8|WFKN2_HUMAN	Q8TEU8	WFKN2_HUMAN	WFIKKN2	576	Homo sapiens	1:Experimental evidence at protein level	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2	1.0	0.9979	4	23	23	23	2	4	3	3	2	2	3	1	0	3	2	4	3	3	2	2	3	1	0	3	2	4	3	3	2	2	3	1	0	3	3698592.5	2691275.0	2676224.2	2661773.5	2163745.0	2271466.8	4267282.0	3568385.2	1733088.5	4185167.2	1433184.6	1112997.0	1040171.4	1143594.5	905148.9	898556.9	1782744.0	1556987.1	788447.2	1725858.0	
sp|Q8WVQ1|CANT1_HUMAN	Q8WVQ1	CANT1_HUMAN	CANT1	401	Homo sapiens	1:Experimental evidence at protein level	Soluble calcium-activated nucleotidase 1	1.0	0.996	2	3	3	3	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	413293.62	645179.9	444704.25	565945.5	684025.25	741053.1	321555.5	218707.4	204596.95	316720.16	235492.25	372879.1	242318.61	330815.94	398745.28	432503.78	0.0	0.0	0.0	0.0	
sp|Q8WXD2|SCG3_HUMAN	Q8WXD2	SCG3_HUMAN	SCG3	468	Homo sapiens	1:Experimental evidence at protein level	Secretogranin-3	1.0	0.999	29	179	179	179	13	19	25	30	14	20	17	12	14	15	13	19	25	30	14	20	17	12	14	15	13	19	25	30	14	20	17	12	14	15	1.1819796E7	2.8615844E7	3.6273384E7	2.85149E7	1.7733466E7	2.1991814E7	2.1228744E7	1.3150309E7	1.4710656E7	1.5796364E7	6147147.0	1.1755402E7	1.4591914E7	1.4265633E7	9267906.0	8784944.0	1.0819145E7	7627362.5	7030862.5	9142062.0	
sp|Q8WY21|SORC1_HUMAN	Q8WY21	SORC1_HUMAN	SORCS1	1168	Homo sapiens	1:Experimental evidence at protein level	VPS10 domain-containing receptor SorCS1	0.5747	0.9864	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	556816.1	0.0	199116.98	465574.53	310158.7	461231.66	0.0	0.0	0.0	494811.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WZA1|PMGT1_HUMAN	Q8WZA1	PMGT1_HUMAN	POMGNT1	660	Homo sapiens	1:Experimental evidence at protein level	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1	1.0	0.9984	3	4	4	4	0	0	1	3	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0.0	1200684.0	1272209.9	1418236.8	600535.9	688920.56	1168190.1	818168.25	0.0	1163012.5	0.0	344480.94	531767.06	590156.2	396586.44	266947.28	515531.03	560092.25	0.0	515753.62	
sp|Q92520|FAM3C_HUMAN	Q92520	FAM3C_HUMAN	FAM3C	227	Homo sapiens	1:Experimental evidence at protein level	Protein FAM3C	1.0	0.999	9	100	100	100	10	10	13	12	9	9	10	8	8	11	10	10	13	12	9	9	10	8	8	11	10	10	13	12	9	9	10	8	8	11	1.3733845E7	2.5054672E7	2.8640898E7	3.0111222E7	2.0361742E7	2.8887038E7	2.0186934E7	1.254528E7	1.678199E7	1.8180004E7	7024688.5	8334469.5	1.1983766E7	1.4895687E7	1.0264981E7	1.4107007E7	1.0505194E7	6538090.0	8212773.5	9700042.0	
sp|Q92563|TICN2_HUMAN	Q92563	TICN2_HUMAN	SPOCK2	424	Homo sapiens	1:Experimental evidence at protein level	Testican-2	1.0	0.9973	2	5	5	5	1	1	0	2	0	1	0	0	0	0	1	1	0	2	0	1	0	0	0	0	1	1	0	2	0	1	0	0	0	0	817803.5	897806.3	836061.75	1111142.6	1048478.9	870360.94	843329.94	955161.06	580830.3	798443.5	0.0	522144.75	520368.72	682303.2	761009.94	568438.25	598068.3	707123.3	0.0	589193.8	
sp|Q92686|NEUG_HUMAN	Q92686	NEUG_HUMAN	NRGN	78	Homo sapiens	1:Experimental evidence at protein level	Neurogranin	0.411	0.974	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	885526.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92752|TENR_HUMAN	Q92752	TENR_HUMAN	TNR	1358	Homo sapiens	1:Experimental evidence at protein level	Tenascin-R	0.8778	0.9974	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	292573.53	0.0	243889.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92765|SFRP3_HUMAN	Q92765	SFRP3_HUMAN	FRZB	325	Homo sapiens	1:Experimental evidence at protein level	Secreted frizzled-related protein 3	0.5172	0.9829	1	4	4	4	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0.0	0.0	658672.4	1080584.2	0.0	1221851.5	0.0	0.0	0.0	1072812.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92820|GGH_HUMAN	Q92820	GGH_HUMAN	GGH	318	Homo sapiens	1:Experimental evidence at protein level	Gamma-glutamyl hydrolase	1.0	0.9973	7	18	18	18	1	2	5	3	3	3	0	0	0	1	1	2	5	3	3	3	0	0	0	1	1	2	5	3	3	3	0	0	0	1	1844228.8	2214104.2	2188781.5	1654135.2	2408295.5	1740297.8	1848979.8	2096787.8	1625762.4	1706133.8	808871.8	890612.6	921994.8	694870.25	1130756.2	789767.9	830261.94	970358.2	753570.94	724997.9	
sp|Q92823|NRCAM_HUMAN	Q92823	NRCAM_HUMAN	NRCAM	1304	Homo sapiens	1:Experimental evidence at protein level	Neuronal cell adhesion molecule	1.0	0.999	35	276	276	276	23	33	32	40	24	36	24	14	19	31	23	33	32	40	24	36	24	14	19	31	23	33	32	40	24	36	24	14	19	31	1.6567842E7	2.7566454E7	3.3034796E7	4.0747688E7	2.2101104E7	3.1096396E7	2.2581916E7	1.1102139E7	1.8483776E7	2.2169504E7	6541152.0	1.081913E7	1.1678517E7	1.4350935E7	7760584.0	1.1569298E7	7880122.0	4772434.0	7912574.5	8049254.0	
sp|Q92859|NEO1_HUMAN	Q92859	NEO1_HUMAN	NEO1	1461	Homo sapiens	1:Experimental evidence at protein level	Neogenin	1.0	0.999	19	83	83	83	3	10	14	13	6	14	10	2	2	9	3	10	14	13	6	14	10	2	2	9	3	10	14	13	6	14	10	2	2	9	3126108.2	5358338.0	4911430.0	4275049.5	3116835.8	5180780.5	3459134.5	2822807.2	4350250.5	3396015.8	1416922.6	1807884.9	1827357.2	1932209.9	1544139.9	1791882.2	1535568.1	1146199.9	1539600.2	1548371.5	
sp|Q92876|KLK6_HUMAN	Q92876	KLK6_HUMAN	KLK6	244	Homo sapiens	1:Experimental evidence at protein level	Kallikrein-6	1.0	0.999	5	68	68	68	7	7	7	7	7	7	7	7	6	6	7	7	7	7	7	7	7	7	6	6	7	7	7	7	7	7	7	7	6	6	3.9730492E7	7.1197312E7	7.0616776E7	6.4402816E7	6.1678544E7	7.8320448E7	7.7446144E7	3.5058408E7	3.305348E7	4.835964E7	2.5934656E7	3.4710588E7	3.550694E7	2.9517098E7	2.764868E7	3.9108792E7	3.852696E7	1.8321364E7	1.9753614E7	2.3022176E7	
sp|Q92932|PTPR2_HUMAN	Q92932	PTPR2_HUMAN	PTPRN2	1015	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase N2	1.0	0.9961	2	3	3	3	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	362395.22	685680.25	695034.56	1196024.8	468407.8	1055466.8	844127.75	209240.84	309226.66	296813.9	0.0	403515.72	394135.38	698792.3	267137.7	612835.1	490053.06	0.0	0.0	0.0	
